CustomerID,Age,Gender,Income,Tenure,ProductType,SupportCalls,ChurnStatus
CUST0045,26.0,0,59831.0,9.0,1,1.0,0
CUST0046,56.0,0,143330.0,,0,9.0,0
CUST0047,35.0,0,125304.0,2.0,0,14.0,0
CUST0048,21.0,0,121498.0,3.0,0,2.0,0
CUST0049,42.0,0,141953.0,4.0,0,1.0,0
CUST0050,31.0,0,120119.0,9.0,1,14.0,0
CUST0051,67.0,0,91830.0,6.0,0,3.0,0
CUST0052,,0,105632.0,1.0,0,7.0,0
CUST0053,43.0,0,64103.0,9.0,0,,0
CUST0054,23.0,0,137394.0,6.0,1,1.0,0
CUST0055,37.0,1,117864.0,4.0,0,2.0,0
CUST0056,45.0,1,49398.0,4.0,1,1.0,0
CUST0057,64.0,1,149633.0,3.0,0,1.0,0
CUST0058,24.0,1,86554.0,,0,1.0,0
CUST0059,61.0,1,75755.0,3.0,0,1.0,0
CUST0060,25.0,1,42706.0,2.0,1,5.0,1
CUST0061,64.0,0,47340.0,8.0,1,1.0,0
CUST0062,52.0,1,93497.0,4.0,0,10.0,0
CUST0063,31.0,0,88884.0,8.0,0,8.0,0
CUST0064,34.0,1,109361.0,1.0,1,9.0,0
CUST0065,53.0,1,,5.0,0,4.0,0
CUST0066,67.0,0,79225.0,9.0,0,7.0,0
CUST0067,57.0,0,83849.0,1.0,0,4.0,0
CUST0068,21.0,1,99854.0,4.0,0,7.0,0
CUST0069,19.0,0,66256.0,6.0,0,6.0,0
CUST0070,27.0,0,,8.0,0,11.0,0
CUST0071,59.0,1,133721.0,3.0,0,3.0,0
CUST0072,21.0,1,106110.0,5.0,1,14.0,0
CUST0073,46.0,0,138606.0,7.0,0,6.0,0
CUST0074,35.0,0,39650.0,,1,5.0,1
CUST0075,43.0,0,71118.0,7.0,0,2.0,0
CUST0076,61.0,0,58342.0,8.0,0,8.0,0
CUST0077,51.0,1,110707.0,8.0,0,11.0,0
CUST0078,27.0,1,125400.0,9.0,1,9.0,0
CUST0079,53.0,1,36801.0,6.0,0,14.0,0
CUST0080,31.0,0,76360.0,,1,12.0,0
CUST0081,48.0,0,112908.0,2.0,0,8.0,0
CUST0082,65.0,0,41559.0,3.0,0,13.0,0
CUST0083,32.0,1,57334.0,4.0,1,4.0,0
CUST0084,22.0,1,130473.0,4.0,0,7.0,0
CUST0085,31.0,1,38288.0,8.0,0,6.0,0
CUST0086,40.0,0,47398.0,1.0,1,8.0,1
CUST0087,57.0,0,103908.0,,0,6.0,0
CUST0088,38.0,1,37191.0,,0,3.0,0
CUST0089,33.0,0,43051.0,1.0,1,5.0,1
CUST0090,62.0,1,86715.0,3.0,0,10.0,0
CUST0091,35.0,0,,5.0,1,7.0,0
CUST0092,64.0,1,93775.0,6.0,0,5.0,0
CUST0093,41.0,0,50251.0,9.0,1,8.0,0
CUST0094,43.0,1,79408.0,9.0,0,13.0,0
CUST0095,42.0,0,30147.0,9.0,1,9.0,0
CUST0096,62.0,1,75508.0,1.0,0,13.0,0
CUST0097,58.0,1,77224.0,9.0,0,6.0,0
CUST0098,46.0,1,44643.0,8.0,0,6.0,0
CUST0099,32.0,1,63967.0,2.0,0,3.0,0
CUST0100,62.0,1,123850.0,1.0,1,2.0,0
CUST0101,18.0,0,128535.0,0.0,1,7.0,0
CUST0102,42.0,1,65733.0,6.0,0,6.0,0
CUST0103,24.0,0,109003.0,9.0,1,3.0,0
CUST0104,26.0,0,,7.0,0,,0
CUST0105,41.0,0,144222.0,5.0,0,3.0,0
CUST0106,18.0,1,92288.0,2.0,0,1.0,0
CUST0107,61.0,1,83959.0,1.0,0,10.0,0
CUST0108,25.0,0,26849.0,2.0,0,,1
CUST0109,41.0,0,93178.0,1.0,1,1.0,0
CUST0110,28.0,1,92136.0,3.0,0,9.0,0
CUST0111,68.0,1,85740.0,6.0,0,9.0,0
CUST0112,34.0,1,137255.0,8.0,0,3.0,0
CUST0113,25.0,0,111322.0,3.0,1,,0
CUST0114,52.0,1,69565.0,9.0,0,13.0,0
CUST0115,52.0,1,45183.0,5.0,0,2.0,0
CUST0116,50.0,0,5003294.0,7.0,0,10.0,0
CUST0117,22.0,1,26132.0,8.0,1,2.0,0
CUST0118,59.0,1,63259.0,3.0,0,11.0,0
CUST0119,56.0,0,121612.0,2.0,1,1.0,0
CUST0120,58.0,0,88668.0,2.0,0,3.0,0
CUST0121,45.0,1,63563.0,5.0,1,13.0,0
CUST0122,24.0,1,117227.0,1.0,0,1.0,0
CUST0123,26.0,1,133835.0,2.0,0,13.0,0
CUST0124,25.0,1,35931.0,9.0,0,12.0,0
CUST0125,29.0,0,98169.0,7.0,0,12.0,0
CUST0126,51.0,1,75639.0,6.0,0,7.0,0
CUST0127,50.0,1,2000000.0,9.0,1,14.0,0
CUST0128,65.0,1,128313.0,7.0,1,14.0,0
CUST0129,40.0,0,83901.0,5.0,1,1.0,0
CUST0130,41.0,0,125417.0,9.0,0,11.0,0
CUST0131,54.0,0,26044.0,6.0,0,13.0,0
CUST0132,52.0,1,71691.0,6.0,0,5.0,0
CUST0133,,0,125735.0,4.0,0,6.0,0
CUST0134,57.0,0,49363.0,1.0,1,14.0,1
CUST0135,39.0,1,71694.0,5.0,0,9.0,0
CUST0136,44.0,1,28627.0,9.0,1,13.0,0
CUST0137,52.0,1,104910.0,8.0,0,11.0,0
CUST0138,18.0,1,91844.0,,1,1.0,0
CUST0139,,1,,4.0,0,,0
CUST0140,54.0,1,104322.0,9.0,1,10.0,0
CUST0141,64.0,1,26620.0,3.0,0,13.0,0
CUST0142,31.0,0,87224.0,3.0,0,2.0,0
CUST0143,20.0,1,81655.0,1.0,1,12.0,0
CUST0144,18.0,0,120419.0,9.0,0,12.0,0
CUST0145,22.0,0,62534.0,6.0,0,8.0,0
CUST0146,43.0,0,145050.0,2.0,0,13.0,0
CUST0147,31.0,0,128496.0,8.0,0,6.0,0
CUST0148,56.0,1,64390.0,9.0,0,1.0,0
CUST0149,,0,2000000.0,9.0,0,10.0,0
CUST0150,26.0,1,,2.0,0,11.0,0
CUST0151,32.0,1,74252.0,2.0,0,5.0,0
CUST0152,32.0,0,80809.0,7.0,0,8.0,0
CUST0153,43.0,1,47259.0,4.0,0,11.0,0
CUST0154,59.0,1,45655.0,1.0,1,5.0,1
CUST0155,30.0,0,58005.0,8.0,1,13.0,0
CUST0156,68.0,0,56629.0,2.0,0,14.0,0
CUST0157,49.0,0,48610.0,3.0,0,10.0,0
CUST0158,56.0,1,86102.0,5.0,0,5.0,0
CUST0159,66.0,0,46602.0,3.0,1,13.0,0
CUST0160,69.0,1,,7.0,0,2.0,0
CUST0161,49.0,0,36110.0,7.0,0,2.0,0
CUST0162,,0,31073.0,2.0,0,5.0,1
CUST0163,47.0,0,125846.0,7.0,0,8.0,0
CUST0164,54.0,0,105818.0,6.0,0,10.0,0
CUST0165,40.0,1,,9.0,0,12.0,0
CUST0166,56.0,0,,9.0,0,7.0,0
CUST0167,62.0,0,42138.0,2.0,0,5.0,1
CUST0168,32.0,1,2000000.0,7.0,0,12.0,0
CUST0169,60.0,0,71202.0,5.0,1,11.0,0
CUST0170,46.0,1,65164.0,6.0,0,,0
CUST0171,53.0,0,114743.0,1.0,0,1.0,0
CUST0172,30.0,0,79659.0,7.0,0,6.0,0
CUST0173,49.0,0,113766.0,6.0,0,2.0,0
CUST0174,24.0,1,74692.0,4.0,0,13.0,0
CUST0175,68.0,0,145198.0,1.0,0,10.0,0
CUST0176,39.0,0,49845.0,9.0,1,6.0,0
CUST0177,45.0,0,114846.0,4.0,0,8.0,0
CUST0178,19.0,1,128435.0,2.0,0,2.0,0
CUST0179,59.0,1,55562.0,8.0,0,2.0,0
CUST0180,62.0,0,53036.0,2.0,0,1.0,0
CUST0181,23.0,1,85752.0,5.0,1,9.0,0
CUST0182,45.0,0,99233.0,6.0,0,1.0,0
CUST0183,45.0,0,108049.0,8.0,0,8.0,0
CUST0184,61.0,0,133575.0,1.0,1,5.0,0
CUST0185,61.0,0,93681.0,1.0,1,5.0,0
CUST0186,37.0,0,52818.0,4.0,0,7.0,0
CUST0187,47.0,1,55544.0,5.0,0,10.0,0
CUST0188,28.0,1,87532.0,9.0,0,4.0,0
CUST0189,,1,103636.0,7.0,0,8.0,0
CUST0190,42.0,1,82705.0,7.0,1,14.0,0
CUST0191,56.0,0,45104.0,8.0,0,10.0,0
CUST0192,50.0,0,149336.0,5.0,0,4.0,0
CUST0193,18.0,0,94603.0,5.0,0,,0
CUST0194,44.0,0,127499.0,1.0,0,5.0,0
CUST0195,69.0,0,84025.0,9.0,0,14.0,0
CUST0196,30.0,0,121264.0,6.0,1,8.0,0
CUST0197,58.0,0,57317.0,9.0,0,2.0,0
CUST0198,20.0,0,56416.0,3.0,0,9.0,0
CUST0199,56.0,1,69124.0,5.0,1,3.0,0
CUST0200,23.0,1,130585.0,2.0,0,9.0,0
CUST0201,25.0,1,93045.0,5.0,1,10.0,0
CUST0202,44.0,0,46400.0,8.0,0,7.0,0
CUST0203,26.0,0,,2.0,0,5.0,0
CUST0204,54.0,1,97069.0,8.0,0,12.0,0
CUST0205,50.0,1,144415.0,,1,,0
CUST0206,64.0,0,74833.0,1.0,0,6.0,0
CUST0207,59.0,1,1002921.0,5.0,0,3.0,0
CUST0208,61.0,1,105206.0,1.0,1,14.0,0
CUST0209,41.0,0,94468.0,7.0,0,11.0,0
CUST0210,32.0,1,137899.0,8.0,0,5.0,0
CUST0211,49.0,1,84473.0,3.0,0,11.0,0
CUST0212,49.0,0,74460.0,3.0,0,100.0,0
CUST0213,41.0,0,67047.0,7.0,0,2.0,0
CUST0214,58.0,0,61784.0,4.0,0,7.0,0
CUST0215,69.0,1,48723.0,3.0,1,6.0,0
CUST0216,66.0,1,,8.0,1,3.0,0
CUST0217,66.0,1,91255.0,3.0,0,9.0,0
CUST0218,,0,25074.0,,1,12.0,0
CUST0219,29.0,0,149173.0,2.0,0,2.0,0
CUST0220,56.0,1,5003864.0,1.0,0,13.0,0
CUST0221,19.0,0,90522.0,6.0,0,6.0,0
CUST0222,20.0,1,121881.0,8.0,0,9.0,0
CUST0223,66.0,1,45541.0,1.0,1,8.0,1
CUST0224,,1,70929.0,9.0,0,11.0,0
CUST0225,66.0,1,151352.0,,0,9.0,0
CUST0226,34.0,0,125453.0,3.0,0,2.0,0
CUST0227,66.0,0,53733.0,4.0,0,14.0,0
CUST0228,19.0,1,54545.0,1.0,0,,0
CUST0229,19.0,0,104569.0,9.0,0,8.0,0
CUST0230,45.0,1,59098.0,3.0,0,12.0,0
CUST0231,40.0,0,55974.0,4.0,1,7.0,0
CUST0232,54.0,0,86675.0,1.0,0,11.0,0
CUST0233,49.0,1,48097.0,4.0,0,,0
CUST0234,50.0,0,127511.0,,0,14.0,0
CUST0235,18.0,1,118144.0,5.0,1,7.0,0
CUST0236,36.0,1,89824.0,5.0,0,11.0,0
CUST0237,19.0,1,48525.0,7.0,1,3.0,0
CUST0238,61.0,0,85749.0,8.0,1,150.0,0
CUST0239,43.0,0,40043.0,4.0,1,11.0,0
CUST0240,49.0,1,66846.0,7.0,1,9.0,0
CUST0241,23.0,0,102261.0,4.0,1,1.0,0
CUST0242,49.0,0,129406.0,3.0,0,7.0,0
CUST0243,21.0,0,132611.0,6.0,1,12.0,0
CUST0244,28.0,0,75227.0,4.0,0,8.0,0
CUST0245,34.0,0,,3.0,1,6.0,0
CUST0246,55.0,1,62383.0,9.0,0,7.0,0
CUST0247,41.0,1,54483.0,5.0,0,6.0,0
CUST0248,22.0,0,32265.0,7.0,0,10.0,0
CUST0249,69.0,1,52487.0,6.0,0,9.0,0
CUST0250,51.0,0,100652.0,,0,3.0,0
CUST0251,23.0,0,40733.0,7.0,0,1.0,0
CUST0252,,1,137196.0,6.0,1,2.0,0
CUST0253,28.0,1,116038.0,2.0,0,6.0,0
CUST0254,65.0,1,65307.0,3.0,0,10.0,0
CUST0255,33.0,0,146480.0,2.0,1,10.0,0
CUST0256,,1,133777.0,3.0,0,6.0,0
CUST0257,26.0,1,34247.0,1.0,0,10.0,1
CUST0258,23.0,1,48840.0,8.0,0,12.0,0
CUST0259,33.0,1,90149.0,6.0,1,2.0,0
CUST0260,46.0,1,46058.0,2.0,0,5.0,1
CUST0261,20.0,1,140229.0,8.0,0,9.0,0
CUST0262,37.0,0,59929.0,6.0,0,8.0,0
CUST0263,53.0,1,109171.0,7.0,0,11.0,0
CUST0264,36.0,1,116164.0,1.0,0,5.0,0
CUST0265,43.0,1,56362.0,7.0,1,12.0,0
CUST0266,20.0,1,111489.0,3.0,1,12.0,0
CUST0267,36.0,0,109664.0,8.0,0,11.0,0
CUST0268,37.0,0,,6.0,0,6.0,0
CUST0269,45.0,1,102597.0,4.0,1,1.0,0
CUST0270,24.0,0,31041.0,8.0,0,1.0,0
CUST0271,69.0,1,103209.0,9.0,0,3.0,0
CUST0272,58.0,1,86954.0,2.0,0,6.0,0
CUST0273,,0,86869.0,6.0,0,13.0,0
CUST0274,57.0,0,46059.0,,1,10.0,0
CUST0275,56.0,0,124864.0,5.0,0,14.0,0
CUST0276,35.0,1,,3.0,0,10.0,0
CUST0277,57.0,0,42548.0,8.0,0,7.0,0
CUST0278,18.0,1,40078.0,8.0,1,9.0,0
CUST0279,28.0,1,30419.0,5.0,0,8.0,0
CUST0280,45.0,0,60490.0,8.0,0,1.0,0
CUST0281,42.0,1,101086.0,8.0,0,3.0,0
CUST0282,67.0,0,,3.0,0,3.0,0
CUST0283,40.0,0,83760.0,2.0,0,2.0,0
CUST0284,48.0,1,58162.0,9.0,0,6.0,0
CUST0285,47.0,0,26468.0,2.0,0,5.0,1
CUST0286,59.0,0,53182.0,9.0,0,8.0,0
CUST0287,52.0,1,93432.0,4.0,1,12.0,0
CUST0288,24.0,0,115283.0,2.0,0,7.0,0
CUST0289,31.0,0,97255.0,1.0,0,1.0,0
CUST0290,43.0,1,106899.0,4.0,0,1.0,0
CUST0291,64.0,0,53718.0,9.0,0,7.0,0
CUST0292,69.0,0,124040.0,9.0,0,10.0,0
CUST0293,66.0,1,133895.0,4.0,1,13.0,0
CUST0294,19.0,0,62841.0,9.0,1,200.0,0
CUST0295,,1,98548.0,6.0,0,1.0,0
CUST0296,65.0,0,108565.0,1.0,0,12.0,0
CUST0297,29.0,0,71660.0,6.0,0,6.0,0
CUST0298,22.0,1,131553.0,9.0,0,8.0,0
CUST0299,,1,75281.0,2.0,0,11.0,0
CUST0300,49.0,0,138451.0,6.0,0,14.0,0
CUST0301,26.0,1,,2.0,1,2.0,0
CUST0302,58.0,0,25767.0,4.0,0,6.0,0
CUST0303,52.0,1,28895.0,8.0,0,5.0,0
CUST0304,36.0,0,83026.0,7.0,1,14.0,0
CUST0305,65.0,0,143142.0,9.0,0,6.0,0
CUST0306,33.0,0,,7.0,0,6.0,0
CUST0307,,1,65097.0,1.0,0,9.0,0
CUST0308,37.0,0,40332.0,2.0,0,5.0,1
CUST0309,41.0,0,39621.0,6.0,1,13.0,0
CUST0310,50.0,1,101870.0,7.0,1,2.0,0
CUST0311,41.0,1,43174.0,3.0,1,9.0,0
CUST0312,69.0,1,149357.0,9.0,1,1.0,0
CUST0313,28.0,0,124189.0,7.0,0,4.0,0
CUST0314,66.0,0,65502.0,6.0,1,2.0,0
CUST0315,25.0,1,61674.0,6.0,1,1.0,0
CUST0316,53.0,0,62260.0,1.0,0,1.0,0
CUST0317,55.0,1,67498.0,5.0,0,9.0,0
CUST0318,57.0,1,92609.0,3.0,0,4.0,0
CUST0319,37.0,0,2000000.0,,0,10.0,0
CUST0320,52.0,0,96805.0,3.0,0,2.0,0
CUST0321,62.0,0,92466.0,5.0,1,,0
CUST0322,42.0,1,79469.0,7.0,1,150.0,0
CUST0323,52.0,0,42194.0,3.0,0,5.0,0
CUST0324,42.0,1,51811.0,2.0,0,1.0,0
CUST0325,46.0,1,97377.0,6.0,1,1.0,0
CUST0326,35.0,1,,8.0,0,14.0,0
CUST0327,63.0,0,127695.0,4.0,0,12.0,0
CUST0328,35.0,0,100235.0,9.0,1,12.0,0
CUST0329,19.0,1,,7.0,1,7.0,0
CUST0330,52.0,0,101298.0,7.0,1,10.0,0
CUST0331,33.0,0,84238.0,7.0,0,7.0,0
CUST0332,58.0,1,130433.0,3.0,0,5.0,0
CUST0333,53.0,0,,6.0,1,9.0,0
CUST0334,50.0,0,132092.0,5.0,0,6.0,0
CUST0335,21.0,1,27147.0,1.0,1,5.0,1
CUST0336,50.0,1,123919.0,3.0,0,14.0,0
CUST0337,31.0,0,124251.0,0.0,0,11.0,0
CUST0338,38.0,0,63445.0,4.0,0,8.0,0
CUST0339,65.0,0,78803.0,3.0,0,4.0,0
CUST0340,37.0,1,86108.0,4.0,1,8.0,0
CUST0341,25.0,0,131170.0,9.0,0,100.0,0
CUST0342,24.0,1,27013.0,3.0,1,13.0,0
CUST0343,20.0,1,110617.0,6.0,1,7.0,0
CUST0344,34.0,0,107410.0,6.0,0,6.0,0
CUST0345,50.0,1,78502.0,7.0,1,150.0,0
CUST0346,65.0,1,142116.0,9.0,0,13.0,0
CUST0347,,1,62755.0,7.0,1,3.0,0
CUST0348,68.0,1,33733.0,1.0,0,5.0,1
CUST0349,39.0,1,34479.0,,0,3.0,0
CUST0350,39.0,0,100361.0,5.0,0,3.0,0
CUST0351,63.0,1,46304.0,9.0,0,9.0,0
CUST0352,47.0,0,60694.0,5.0,1,9.0,0
CUST0353,55.0,0,151342.0,5.0,0,200.0,0
CUST0354,55.0,0,130586.0,2.0,0,12.0,0
CUST0355,62.0,1,108349.0,3.0,0,12.0,0
CUST0356,68.0,0,139151.0,9.0,1,3.0,0
CUST0357,25.0,0,111296.0,7.0,0,13.0,0
CUST0358,,0,34490.0,1.0,0,5.0,1
CUST0359,44.0,0,46252.0,3.0,0,1.0,0
CUST0360,,0,130290.0,,0,12.0,0
CUST0361,,1,31862.0,1.0,1,5.0,1
CUST0362,47.0,0,139235.0,,1,6.0,0
CUST0363,50.0,0,98985.0,8.0,1,2.0,0
CUST0364,45.0,0,40262.0,5.0,0,13.0,0
CUST0365,64.0,0,84864.0,2.0,1,13.0,0
CUST0366,50.0,1,,1.0,0,1.0,0
CUST0367,22.0,0,65927.0,7.0,1,12.0,0
CUST0368,65.0,1,125377.0,2.0,0,7.0,0
CUST0369,36.0,1,113090.0,1.0,0,7.0,0
CUST0370,21.0,1,74853.0,2.0,0,5.0,0
CUST0371,52.0,1,56826.0,7.0,0,6.0,0
CUST0372,66.0,0,72247.0,7.0,0,14.0,0
CUST0373,34.0,1,82265.0,6.0,1,9.0,0
CUST0374,61.0,1,100958.0,5.0,0,10.0,0
CUST0375,45.0,0,133956.0,3.0,1,1.0,0
CUST0376,47.0,0,107764.0,3.0,0,4.0,0
CUST0377,46.0,0,119395.0,,0,11.0,0
CUST0378,63.0,0,111184.0,4.0,1,6.0,0
CUST0379,,0,65736.0,9.0,0,14.0,0
CUST0380,52.0,1,,,0,8.0,0
CUST0381,58.0,1,107325.0,2.0,1,1.0,0
CUST0382,54.0,0,74997.0,4.0,0,14.0,0
CUST0383,41.0,1,131080.0,6.0,0,2.0,0
CUST0384,46.0,0,99094.0,6.0,1,5.0,0
CUST0385,66.0,1,99255.0,5.0,0,13.0,0
CUST0386,63.0,1,34476.0,1.0,1,6.0,1
CUST0387,48.0,0,118721.0,3.0,0,5.0,0
CUST0388,52.0,0,143623.0,5.0,0,1.0,0
CUST0389,50.0,0,62387.0,6.0,0,3.0,0
CUST0390,69.0,0,46575.0,1.0,1,5.0,1
CUST0391,38.0,1,137260.0,9.0,0,7.0,0
CUST0392,49.0,1,133649.0,3.0,1,9.0,0
CUST0393,40.0,0,64643.0,3.0,0,14.0,0
CUST0394,50.0,0,39003.0,2.0,0,13.0,1
CUST0395,20.0,1,85356.0,8.0,1,3.0,0
CUST0396,35.0,0,32856.0,3.0,0,,0
CUST0397,42.0,1,5002990.0,6.0,0,10.0,0
CUST0398,59.0,1,53804.0,2.0,0,2.0,0
CUST0399,48.0,1,60790.0,7.0,0,7.0,0
CUST0400,20.0,0,55988.0,4.0,0,1.0,0
CUST0401,57.0,0,134979.0,9.0,0,3.0,0
CUST0402,63.0,1,101448.0,9.0,0,7.0,0
CUST0403,41.0,0,63506.0,7.0,0,9.0,0
CUST0404,67.0,1,142017.0,8.0,0,3.0,0
CUST0405,49.0,1,112904.0,3.0,0,1.0,0
CUST0406,61.0,1,95188.0,5.0,1,1.0,0
CUST0407,39.0,1,37305.0,2.0,1,5.0,1
CUST0408,40.0,1,34969.0,7.0,0,14.0,0
CUST0409,19.0,0,2000000.0,8.0,0,12.0,0
CUST0410,44.0,0,33989.0,9.0,1,3.0,0
CUST0411,59.0,0,90305.0,7.0,0,14.0,0
CUST0412,19.0,1,60983.0,8.0,0,1.0,0
CUST0413,43.0,1,135284.0,9.0,0,,0
CUST0414,34.0,1,64462.0,6.0,1,14.0,0
CUST0415,57.0,1,47286.0,2.0,0,5.0,1
CUST0416,50.0,0,110657.0,,1,10.0,0
CUST0417,26.0,1,51287.0,4.0,1,2.0,0
CUST0418,60.0,0,90472.0,9.0,0,7.0,0
CUST0419,65.0,0,144320.0,7.0,1,7.0,0
CUST0420,56.0,1,133965.0,,0,1.0,0
CUST0421,46.0,0,91148.0,8.0,0,2.0,0
CUST0422,59.0,0,59160.0,7.0,0,4.0,0
CUST0423,43.0,0,31789.0,9.0,0,1.0,0
CUST0424,52.0,0,56237.0,8.0,0,11.0,0
CUST0425,67.0,1,39385.0,3.0,0,11.0,0
CUST0426,42.0,1,107597.0,1.0,0,4.0,0
CUST0427,41.0,1,,2.0,0,10.0,0
CUST0428,30.0,1,69247.0,2.0,0,9.0,0
CUST0429,24.0,0,111673.0,4.0,1,2.0,0
CUST0430,53.0,1,125250.0,6.0,0,14.0,0
CUST0431,62.0,0,30544.0,4.0,0,8.0,0
CUST0432,37.0,0,140783.0,9.0,0,10.0,0
CUST0433,18.0,1,38275.0,4.0,0,1.0,0
CUST0434,25.0,1,130289.0,6.0,0,3.0,0
CUST0435,63.0,0,88248.0,6.0,0,9.0,0
CUST0436,33.0,0,59550.0,1.0,0,5.0,0
CUST0437,31.0,0,78693.0,8.0,0,14.0,0
CUST0438,29.0,1,,3.0,1,8.0,0
CUST0439,68.0,1,5000000.0,6.0,1,2.0,0
CUST0440,40.0,1,149877.0,3.0,0,14.0,0
CUST0441,32.0,1,105021.0,2.0,1,2.0,0
CUST0442,45.0,0,40605.0,5.0,0,14.0,0
CUST0443,51.0,0,128173.0,1.0,0,11.0,0
CUST0444,19.0,0,75713.0,9.0,1,4.0,0
CUST0445,49.0,0,47843.0,7.0,0,6.0,0
CUST0446,40.0,0,100403.0,3.0,0,13.0,0
CUST0447,39.0,1,83466.0,4.0,0,4.0,0
CUST0448,68.0,1,33258.0,6.0,0,,0
CUST0449,42.0,0,34493.0,3.0,0,7.0,0
CUST0450,,1,96218.0,7.0,0,4.0,0
CUST0451,39.0,0,96318.0,6.0,0,6.0,0
CUST0452,66.0,0,140631.0,9.0,0,5.0,0
CUST0453,69.0,1,144238.0,5.0,1,13.0,0
CUST0454,59.0,0,120335.0,4.0,0,9.0,0
CUST0455,23.0,0,132441.0,3.0,1,12.0,0
CUST0456,,0,41984.0,1.0,0,5.0,1
CUST0457,60.0,0,136316.0,3.0,1,2.0,0
CUST0458,54.0,0,47760.0,3.0,1,10.0,0
CUST0459,50.0,1,116529.0,7.0,0,10.0,0
CUST0460,25.0,1,26524.0,7.0,0,3.0,0
CUST0461,61.0,0,143454.0,1.0,0,4.0,0
CUST0462,56.0,0,74402.0,3.0,1,8.0,0
CUST0463,22.0,1,116656.0,8.0,0,5.0,0
CUST0464,56.0,1,90614.0,9.0,0,1.0,0
CUST0465,,0,60891.0,7.0,0,2.0,0
CUST0466,23.0,0,116009.0,7.0,1,6.0,0
CUST0467,62.0,0,64832.0,8.0,0,7.0,0
CUST0468,49.0,0,70836.0,6.0,0,6.0,0
CUST0469,69.0,1,98953.0,3.0,0,4.0,0
CUST0470,47.0,1,2000000.0,1.0,1,14.0,1
CUST0471,64.0,0,91745.0,7.0,0,9.0,0
CUST0472,52.0,1,62921.0,1.0,0,7.0,0
CUST0473,57.0,1,99476.0,1.0,0,8.0,0
CUST0474,,1,43562.0,9.0,0,6.0,0
CUST0475,33.0,0,89510.0,7.0,1,10.0,0
CUST0476,,0,,4.0,0,8.0,0
CUST0477,67.0,1,32610.0,6.0,0,1.0,0
CUST0478,59.0,1,134381.0,1.0,1,13.0,0
CUST0479,47.0,0,121450.0,7.0,1,8.0,0
CUST0480,36.0,0,40791.0,6.0,0,2.0,0
CUST0481,34.0,1,83047.0,4.0,0,5.0,0
CUST0482,36.0,1,125848.0,7.0,1,7.0,0
CUST0483,45.0,1,128826.0,,0,2.0,0
CUST0484,43.0,0,92906.0,1.0,1,3.0,0
CUST0485,54.0,1,44665.0,4.0,1,6.0,0
CUST0486,43.0,1,95246.0,3.0,0,11.0,0
CUST0487,40.0,0,90864.0,1.0,1,,0
CUST0488,26.0,0,71451.0,2.0,0,3.0,0
CUST0489,29.0,1,128883.0,5.0,0,8.0,0
